report_month,partner_type,institution_name,reported_total_test_count,reported_total_bill_amount,source_file,page_number
October 2025,Lab,M/s. Karunya Lab,1,154.0,October 2025 (Lab).pdf,24
October 2025,Lab,M/s. Koduvally Medical Center,53,10075.0,October 2025 (Lab).pdf,25
October 2025,Lab,M/s. Koyilandy Co-operative Hospital,16,3727.0,October 2025 (Lab).pdf,25
October 2025,Lab,"M/s. Life Pulse Diagnosis, Kottakadav",50,8229.0,October 2025 (Lab).pdf,26
October 2025,Lab,M/s. Lifeline Laboratory,6,1830.0,October 2025 (Lab).pdf,26
October 2025,Lab,M/s. Malabar Medical Centre,231,48869.0,October 2025 (Lab).pdf,27
October 2025,Lab,M/s. Manapad Clinic,2,560.0,October 2025 (Lab).pdf,27
October 2025,Lab,M/s. Mannur Baba Laboratory,38,4641.0,October 2025 (Lab).pdf,28
October 2025,Lab,M/s. Medeor Medicals,2,1120.0,October 2025 (Lab).pdf,28
October 2025,Lab,M/s. Medicare Diagnostics,20,4200.0,October 2025 (Lab).pdf,28
October 2025,Lab,M/s. Medicare Tanur,2,1120.0,October 2025 (Lab).pdf,28
October 2025,Lab,M/s. Medlab Atholi,1,350.0,October 2025 (Lab).pdf,28
October 2025,Lab,M/s. Medstar Healthcare,5,294.0,October 2025 (Lab).pdf,28
October 2025,Lab,M/s. Mercy Medical Laboratory,115,17196.0,October 2025 (Lab).pdf,29
October 2025,Lab,"M/s. Mithraa Health Laboratory, Chemmad",125,70953.0,October 2025 (Lab).pdf,31
October 2025,Lab,M/s. Momis Clinic,55,9153.0,October 2025 (Lab).pdf,31
October 2025,Lab,"M/s. MPC Hospital, Koduvally",95,24710.0,October 2025 (Lab).pdf,32
October 2025,Lab,M/s. MR Clinic Lab,161,23422.0,October 2025 (Lab).pdf,33
October 2025,Lab,M/s. Mudra Yoga & Wellness Centre,6,1533.0,October 2025 (Lab).pdf,33
October 2025,Lab,M/s. National Lab & ECG,10,3355.0,October 2025 (Lab).pdf,34
October 2025,Lab,M/s. Neethi lab Balussery,93,24848.0,October 2025 (Lab).pdf,35
October 2025,Lab,M/s. Neha Diagnostic Centre,1,315.0,October 2025 (Lab).pdf,35
October 2025,Lab,M/s. Nice Laboratory,19,3965.0,October 2025 (Lab).pdf,35
October 2025,Lab,M/s. Noonus Healthcare,15,1430.0,October 2025 (Lab).pdf,35
October 2025,Lab,M/s. Northern Gastro Centre,12,6370.0,October 2025 (Lab).pdf,35
October 2025,Lab,M/s. Payyoli Lab,27,4551.0,October 2025 (Lab).pdf,36
October 2025,Lab,M/s. Poly Lab Vatakara,48,17422.0,October 2025 (Lab).pdf,37
October 2025,Lab,M/s. Popular Diagnostics,11,7449.0,October 2025 (Lab).pdf,37
October 2025,Lab,M/s. Prana Advance Path Labs,109,81577.0,October 2025 (Lab).pdf,39
October 2025,Lab,M/s. Rafa Mobile Nursing Care,46,9624.0,October 2025 (Lab).pdf,39
October 2025,Lab,M/s. RP Medhelix Diagnostics Pvt Ltd,24,8295.0,October 2025 (Lab).pdf,40
October 2025,Lab,M/s. S K Park Residence Association,10,1048.0,October 2025 (Lab).pdf,40
October 2025,Lab,M/s. Sar Health Care,8,1708.0,October 2025 (Lab).pdf,40
October 2025,Lab,M/s. Shana Speciality Laboratory,7,6720.0,October 2025 (Lab).pdf,41
October 2025,Lab,M/s. Spectra Medical Lab,3,1238.0,October 2025 (Lab).pdf,41
October 2025,Lab,"M/s. Star Health Care Clinic, Nanmanda",30,5763.0,October 2025 (Lab).pdf,41
October 2025,Lab,M/s. Thalayad Medical Laboratory,14,4153.0,October 2025 (Lab).pdf,42
October 2025,Lab,M/s. Tree Clinic,89,19962.0,October 2025 (Lab).pdf,43
October 2025,Lab,M/s. Ultra Diagnostic Center & ECG,21,3045.0,October 2025 (Lab).pdf,43
October 2025,Lab,M/s. V Trust Eye Hospital,22,4480.0,October 2025 (Lab).pdf,43
October 2025,Lab,M/s. V Trust Healthcare,4,360.0,October 2025 (Lab).pdf,43
October 2025,Lab,M/s. Viswas Diagnostic Surgical Polyclinic,68,8032.0,October 2025 (Lab).pdf,44
October 2025,Lab,M/s. We Care Polyclinic,87,20411.0,October 2025 (Lab).pdf,45
October 2025,Lab,M/s. Well Care Clinic,46,6762.0,October 2025 (Lab).pdf,45
October 2025,Lab,M/s. Wellness Mediclinic,4,570.0,October 2025 (Lab).pdf,45
October 2025,Lab,M/s.Nazah medical centre,1,350.0,October 2025 (Lab).pdf,45
October 2025,Lab,METROPOLIS,13,52630.0,October 2025 (Lab).pdf,46
October 2025,Lab,Parayancheri Residence Association Privilege Card,7,7064.0,October 2025 (Lab).pdf,46
October 2025,Lab,Pratheeksha Health Camp,371,46610.0,October 2025 (Lab).pdf,47
October 2025,Lab,PRIVILEGE CUSTOMER,399,90559.0,October 2025 (Lab).pdf,49
October 2025,Lab,Puthiyara Ayalpakkavedhi Healthcamp,2,1250.0,October 2025 (Lab).pdf,49
October 2025,Lab,Senior Citizen Welfare Association,23,3951.0,October 2025 (Lab).pdf,49
October 2025,Lab,SKPCC Senior Citizens Forum Privilege Card,5,1352.0,October 2025 (Lab).pdf,50
November 2025,Hospital,Beypore Neethi Diagnostic Centre,91,8642.0,November 2025.pdf,1
November 2025,Hospital,DISTRICT TB CENTRE,27,4860.0,November 2025.pdf,1
November 2025,Hospital,Dr. Agarwals Eye Hospital,44,15013.0,November 2025.pdf,2
November 2025,Hospital,Dr. Balram Healthcare Private Limited,17,10500.0,November 2025.pdf,2
November 2025,Hospital,"Dr. Chandrakanth, Malabar Nethralaya",44,17915.0,November 2025.pdf,3
November 2025,Hospital,Dr. Shaji’s MRI & Medical Research Center,145,54950.0,November 2025.pdf,4
November 2025,Hospital,Dr. Shaji's Diagnostic Centre,138,61484.0,November 2025.pdf,5
November 2025,Hospital,Dr. Suresh's DiabCare India,38,14891.0,November 2025.pdf,6
November 2025,Hospital,Dr. Thaj Skin & Hair Clinic,34,19110.0,November 2025.pdf,6
November 2025,Hospital,M/s R-Cell Diagnostics & Research Centre Pvt Ltd,22,16114.0,November 2025.pdf,7
November 2025,Hospital,M/s. Access Labz,63,12434.0,November 2025.pdf,8
November 2025,Hospital,M/s. Almas Hospital Kottakkal,33,64750.0,November 2025.pdf,8
November 2025,Hospital,M/s. Amana Hospital Kuttiadi,71,25725.0,November 2025.pdf,8
November 2025,Hospital,M/s. APOLLO XRAY DIAGNOSTIC CENTRE KOYILANDY,207,87644.0,November 2025.pdf,10
November 2025,Hospital,M/s. Ariyallur Neethi Medicals,153,25186.0,November 2025.pdf,11
November 2025,Hospital,M/s. Aroha Clinic,1,0.0,November 2025.pdf,11
November 2025,Hospital,M/s. Ascent ENT Hospital & Medical Centre,10,5390.0,November 2025.pdf,11
November 2025,Hospital,"M/s. Ascent ENT Hospital, Perintalmanna",61,33852.0,November 2025.pdf,12
November 2025,Hospital,"M/s. ASCENT ENT HOSPITAL,KOZHIKODE",21,13580.0,November 2025.pdf,12
November 2025,Hospital,M/s. Asha Hospital,33,17612.0,November 2025.pdf,12
November 2025,Hospital,M/s. Asten Specialty Orthopaedic Hospital,21,8736.0,November 2025.pdf,13
November 2025,Hospital,M/s. Atholi Co-operative Hospital,82,17698.0,November 2025.pdf,14
November 2025,Hospital,M/s. Aza Diagnostic Center,1971,583934.0,November 2025.pdf,16
November 2025,Hospital,M/s. Baby Memorial Hospital,21,22526.0,November 2025.pdf,16
November 2025,Hospital,M/s. Badakara Co-Operative Hospital,94,60476.0,November 2025.pdf,17
November 2025,Hospital,"M/s. Bio Lab, Koduvally, Calicut",285,60734.0,November 2025.pdf,19
November 2025,Hospital,"M/s. BM Hospital, Pulikkal",59,16925.0,November 2025.pdf,19
November 2025,Hospital,M/s. C.M. Hospital,126,63171.0,November 2025.pdf,20
November 2025,Hospital,M/s. Calicut Hospital & Nursing Home,329,84179.0,November 2025.pdf,22
November 2025,Hospital,M/s. Chalapuram Saroj Lab,175,124180.0,November 2025.pdf,24
November 2025,Hospital,M/s. Comtrust Charitable Trust Eye Hospital,261,80700.0,November 2025.pdf,25
November 2025,Hospital,M/s. Comtrust Vision Center,28,4564.0,November 2025.pdf,25
November 2025,Hospital,M/s. CPC Medical Laboratory,12,5894.0,November 2025.pdf,25
November 2025,Hospital,M/s. Dependable Diagnostics,220,83904.0,November 2025.pdf,27
November 2025,Hospital,M/s. Diamond Healthcare Vadakara,84,28017.0,November 2025.pdf,28
November 2025,Hospital,M/s. DMS Hospital,180,86171.0,November 2025.pdf,29
November 2025,Hospital,M/s. Doctors United,187,31732.0,November 2025.pdf,30
November 2025,Hospital,"M/s. Dr. Manoj's ENT,Super Speciality & Research",494,93991.0,November 2025.pdf,31
November 2025,Hospital,M/s. EMS Memorial Co-Operative Hospital Perambra,141,83506.0,November 2025.pdf,33
November 2025,Hospital,"M/s. EMS Memorial Co-operative Hospital, Mukkam",41,23635.0,November 2025.pdf,33
November 2025,Hospital,"M/s. Fathima Hospital, Bank Road, Calicut",195,88519.0,November 2025.pdf,35
November 2025,Hospital,"M/s. Feroke Neethi Medical Centre, Kundayithodu",69,17478.0,November 2025.pdf,36
November 2025,Hospital,M/s. GMC Orthotrust Hospital,155,40368.0,November 2025.pdf,36
November 2025,Hospital,M/s. Indira Gandhi Co-Operative Hospital,22,16800.0,November 2025.pdf,37
November 2025,Hospital,M/s. Iqraa International Hospital&Research Centre,76,25987.0,November 2025.pdf,37
November 2025,Hospital,M/s. JAIHIND LAB NADAPURAM,146,99118.0,November 2025.pdf,38
November 2025,Hospital,"M/s. JAIHIND LAB,KUTTIADI",36,8262.0,November 2025.pdf,39
November 2025,Hospital,M/s. Janatha Medical laboratory,558,221940.0,November 2025.pdf,42
November 2025,Hospital,M/s. Jas Health Care,71,23253.0,November 2025.pdf,42
November 2025,Hospital,M/s. Jeeva Speciality Laboratory,2,770.0,November 2025.pdf,42
November 2025,Hospital,M/s. Kalarikkal X-ray Laboratory & ECG,192,21940.0,November 2025.pdf,43
November 2025,Hospital,"M/s. Karuna Poly Clinic, Kakattil",148,24129.0,November 2025.pdf,44
November 2025,Hospital,M/s. KIMS Trust Hospital,108,99985.0,November 2025.pdf,45
November 2025,Hospital,M/s. Kommeri Neethi Lab,258,43936.0,November 2025.pdf,46
November 2025,Hospital,M/s. Kootalida Neethi Medical Lab,242,42481.0,November 2025.pdf,47
November 2025,Hospital,M/s. Koyas Hospital,32,19817.0,November 2025.pdf,48
November 2025,Hospital,M/s. Kozhikode District Co-Operative Hospital Ltd,175,88676.0,November 2025.pdf,49
November 2025,Hospital,"M/s. Life Care Lab, Koottalida, Calicut",46,8064.0,November 2025.pdf,50
November 2025,Hospital,M/s. Life Care Neethi Lab Payyoli,2,2359.0,November 2025.pdf,50
November 2025,Hospital,M/s. M.B. Hospital Malappuram,137,96533.0,November 2025.pdf,51
November 2025,Hospital,M/s. M.K.Haji Orphanage Hospital,212,128800.0,November 2025.pdf,52
November 2025,Hospital,M/s. Mahe Neethi Lab & Diagnostic Centre,7,3150.0,November 2025.pdf,53
November 2025,Hospital,M/s. Malabar Hospitals,235,96899.0,November 2025.pdf,54
November 2025,Hospital,M/s. Mammi's Laboratory,45,27594.0,November 2025.pdf,54
November 2025,Hospital,M/s. MDC Laboratory,120,76900.0,November 2025.pdf,55
November 2025,Hospital,M/s. MEDICHECK DIAGNOSTICS,185,42183.0,November 2025.pdf,56
November 2025,Hospital,M/s. Medico Balussery,324,68275.0,November 2025.pdf,58
November 2025,Hospital,M/s. Mercy Hospital,170,103337.0,November 2025.pdf,59
November 2025,Hospital,M/s. Metromed International Cardiac Centre PVT.LTD,50,20597.0,November 2025.pdf,60
November 2025,Hospital,"M/s. Micro Diagnostics, Balussery",217,58932.0,November 2025.pdf,62
November 2025,Hospital,M/s. Micro Health Laboratories,134,113212.0,November 2025.pdf,62
November 2025,Hospital,M/s. Mother Health Care,139,29665.0,November 2025.pdf,63
November 2025,Hospital,M/s. MVR Cancer Centre & Research Institute,29,49938.0,November 2025.pdf,64
November 2025,Hospital,"M/s. NAHAS HOSPITAL,PARAPPANANGADI",426,221663.0,November 2025.pdf,65
November 2025,Hospital,M/s. Nanma Computerized Specialty Lab,141,17468.0,November 2025.pdf,66
November 2025,Hospital,M/s. Nazia Hospital Chettippadi,98,35357.0,November 2025.pdf,67
November 2025,Hospital,M/s. Ncare IVF Calicut,48,16730.0,November 2025.pdf,67
November 2025,Hospital,M/s. Neethi Lab Kadalundi,103,22984.0,November 2025.pdf,68
November 2025,Hospital,M/s. Neethi Lab Kunnamangalam,469,136349.0,November 2025.pdf,71
November 2025,Hospital,M/s. Neethi Lab Pantheerankavu,68,4583.0,November 2025.pdf,71
November 2025,Hospital,"M/s. Neethi Laboratory, Balussery Mukku",96,13722.0,November 2025.pdf,72
November 2025,Hospital,M/s. Neethi Medical Laboratory Feroke,603,202785.0,November 2025.pdf,75
November 2025,Hospital,"M/s. Neethi Poly Clinic, Nanminda",354,71327.0,November 2025.pdf,76
November 2025,Hospital,M/s. Orchid Medicity,217,77110.0,November 2025.pdf,78
November 2025,Hospital,M/s. Parambil Bazar Neethi lab,53,10947.0,November 2025.pdf,79
November 2025,Hospital,M/s. Red Crescent Hospital,419,212795.0,November 2025.pdf,81
November 2025,Hospital,"M/s. Royal Lab, Mukkam",420,91915.0,November 2025.pdf,82
November 2025,Hospital,M/s. S.B Medical Laboratory,42,28035.0,November 2025.pdf,82
November 2025,Hospital,"M/s. Sahakarana Neethi Lab, Koduvally",244,45494.0,November 2025.pdf,84
November 2025,Hospital,M/s. Sankar Clinic & Nursing Home,53,29904.0,November 2025.pdf,84
November 2025,Hospital,"M/s. SANTHI HOSPITAL, OMASSERY",111,69748.0,November 2025.pdf,85
November 2025,Hospital,M/s. Shade Medical Center,274,93641.0,November 2025.pdf,86
November 2025,Hospital,M/s. Smart Hospital & Research Centre,90,21505.0,November 2025.pdf,87
November 2025,Hospital,M/s. St. JOSEPH HOSPITAL,96,76600.0,November 2025.pdf,87
November 2025,Hospital,M/s. Starcare Hospital,189,97955.0,November 2025.pdf,89
November 2025,Hospital,M/s. State Bank of India,421,53456.0,November 2025.pdf,90
November 2025,Hospital,M/s. Sudharma Lab,4,7385.0,November 2025.pdf,90
November 2025,Hospital,"M/s. T.M.H Hospital, Kottakadav",150,70121.0,November 2025.pdf,92
November 2025,Hospital,"M/s. TELLI CO OPERATIVE HOSPITAL, TELLICHERY",30,15400.0,November 2025.pdf,92
November 2025,Hospital,M/s. Vengeri Neethi Medical Lab,60,11928.0,November 2025.pdf,93
November 2025,Hospital,M/s. WellPhy Pain & Sports Clinic,499,86015.0,November 2025.pdf,94
November 2025,Hospital,M/s. Your Center,76,27892.0,November 2025.pdf,95
November 2025,Hospital,M/s.Premium Medical & Health Care Providers PvtLtd,30,24388.0,November 2025.pdf,95
November 2025,Hospital,Malabar Medical College Hospital & Research Center,178,127784.0,November 2025.pdf,97
November 2025,Lab,DD,1166,424110.0,November 2025 (Lab).pdf,4
November 2025,Lab,Dr. Das's Multispeciality Homoeopathy & Laboratory,18,3085.0,November 2025 (Lab).pdf,5
November 2025,Lab,Dr. Nisars GlobaI Scans & Diagnostic Centre,66,9380.0,November 2025 (Lab).pdf,5
November 2025,Lab,Dr. Riyas Ali's ENT Centre,1,560.0,November 2025 (Lab).pdf,5
November 2025,Lab,Dr. Shihab Thanghal Memorial Hospital,2,1520.0,November 2025 (Lab).pdf,5
November 2025,Lab,Health Packages,209,737200.0,November 2025 (Lab).pdf,6
November 2025,Lab,Jail Road South Residence Association,7,1440.0,November 2025 (Lab).pdf,6
November 2025,Lab,Lal Path Labs,170,409450.0,November 2025 (Lab).pdf,9
November 2025,Lab,Lions Club Kidney Camp,164,14720.0,November 2025 (Lab).pdf,9
November 2025,Lab,M/s. Abdussalam Clinic,22,5375.0,November 2025 (Lab).pdf,9
November 2025,Lab,M/s. Afiya River View Hospital,21,4808.0,November 2025 (Lab).pdf,9
November 2025,Lab,M/s. AKMM Hospital,44,8682.0,November 2025 (Lab).pdf,10
November 2025,Lab,M/s. Amrutha Lab,3,2100.0,November 2025 (Lab).pdf,10
November 2025,Lab,M/s. Apex Ortho Centre,138,43250.0,November 2025 (Lab).pdf,11
November 2025,Lab,M/s. Apollo Neethi Lab,8,665.0,November 2025 (Lab).pdf,11
November 2025,Lab,M/s. Areekara Medical Laboratory,26,9303.0,November 2025 (Lab).pdf,11
November 2025,Lab,M/s. Asha Neethi Lab,6,8372.0,November 2025 (Lab).pdf,11
November 2025,Lab,M/s. Aswani Lab,12,960.0,November 2025 (Lab).pdf,12
November 2025,Lab,M/s. Atera Aesthetics Kuttiadi,17,7840.0,November 2025 (Lab).pdf,12
November 2025,Lab,M/s. Athul Laboratory,2,365.0,November 2025 (Lab).pdf,12
November 2025,Lab,M/s. Aysha Computerised Lab,145,21940.0,November 2025 (Lab).pdf,13
November 2025,Lab,M/s. Bioline Laboratory,12,2492.0,November 2025 (Lab).pdf,13
November 2025,Lab,M/s. Bio-Medical Diagnostic Centre,5,6580.0,November 2025 (Lab).pdf,13
November 2025,Lab,M/s. Calicut Dr. Nisar's,15,9688.0,November 2025 (Lab).pdf,14
November 2025,Lab,M/s. Care Referal Laboratories,24,21532.0,November 2025 (Lab).pdf,14
November 2025,Lab,M/s. Central Medical Lab & ECG,35,15218.0,November 2025 (Lab).pdf,15
November 2025,Lab,M/s. Delux Clinical Laboratory,40,9887.0,November 2025 (Lab).pdf,15
November 2025,Lab,M/s. Doctors Diagnostic and Research Centre,64,30707.0,November 2025 (Lab).pdf,16
November 2025,Lab,M/s. Doctors Lab Thamarasserry,1,1960.0,November 2025 (Lab).pdf,16
November 2025,Lab,"M/s. Doctors Lab, Payyoli",107,46280.0,November 2025 (Lab).pdf,18
November 2025,Lab,M/s. Doctors Neethi Lab,25,4723.0,November 2025 (Lab).pdf,18
November 2025,Lab,"M/s. Doctors Speciality Lab, Tirur",7,3460.0,November 2025 (Lab).pdf,18
November 2025,Lab,M/s. Emergency Care Pulikkal,1,210.0,November 2025 (Lab).pdf,18
November 2025,Lab,M/s. Family Healthcare Clinic,3,3925.0,November 2025 (Lab).pdf,18
November 2025,Lab,M/s. Fast & Safe Home Care,37,3954.0,November 2025 (Lab).pdf,19
November 2025,Lab,M/s. Health Medic Laboratory Services,219,144076.0,November 2025 (Lab).pdf,20
November 2025,Lab,M/s. Health Vision Laboratory,1,560.0,November 2025 (Lab).pdf,20
November 2025,Lab,M/s. Ideal Lab,32,7596.0,November 2025 (Lab).pdf,21
November 2025,Lab,M/s. Jaihind Diagnostic Center,22,1800.0,November 2025 (Lab).pdf,21
November 2025,Lab,"M/s. Janatha Hospital, Vadakara",6,2710.0,November 2025 (Lab).pdf,21
November 2025,Lab,M/s. Jeevana Speciality Clinic,32,11071.0,November 2025 (Lab).pdf,22
November 2025,Lab,M/s. Kakkur Co-operative Clinic,124,10860.0,November 2025 (Lab).pdf,22
November 2025,Lab,"M/s. Kalarikkal Lab, Chungam",12,1142.0,November 2025 (Lab).pdf,22
November 2025,Lab,M/s. Karthika Clinical Laboratory,13,1455.0,November 2025 (Lab).pdf,23
November 2025,Lab,M/s. Karunya Health Care,39,31156.0,November 2025 (Lab).pdf,23
November 2025,Lab,M/s. Karunya Lab,1,520.0,November 2025 (Lab).pdf,23
November 2025,Lab,M/s. Koduvally Medical Center,56,10618.0,November 2025 (Lab).pdf,24
November 2025,Lab,M/s. Koyilandy Co-operative Hospital,2,840.0,November 2025 (Lab).pdf,24
November 2025,Lab,"M/s. Life Pulse Diagnosis, Kottakadav",51,8702.0,November 2025 (Lab).pdf,24
November 2025,Lab,M/s. Lifeline Laboratory,4,920.0,November 2025 (Lab).pdf,25
November 2025,Lab,M/s. Malabar Medical Centre,244,51571.0,November 2025 (Lab).pdf,26
November 2025,Lab,M/s. Manapad Clinic,3,730.0,November 2025 (Lab).pdf,26
November 2025,Lab,M/s. Mannur Baba Laboratory,52,10205.0,November 2025 (Lab).pdf,26
November 2025,Lab,M/s. Medeor Medicals,4,2240.0,November 2025 (Lab).pdf,27
November 2025,Lab,M/s. Medicare Diagnostics,47,6374.0,November 2025 (Lab).pdf,27
November 2025,Lab,M/s. Medicare Tanur,1,560.0,November 2025 (Lab).pdf,27
November 2025,Lab,M/s. Mercy Medical Laboratory,71,11397.0,November 2025 (Lab).pdf,28
November 2025,Lab,"M/s. Mithraa Health Laboratory, Chemmad",139,80134.0,November 2025 (Lab).pdf,29
November 2025,Lab,M/s. Momis Clinic,27,4551.0,November 2025 (Lab).pdf,30
November 2025,Lab,"M/s. MPC Hospital, Koduvally",39,13846.0,November 2025 (Lab).pdf,30
November 2025,Lab,M/s. MR Clinic Lab,207,31132.0,November 2025 (Lab).pdf,32
November 2025,Lab,M/s. Mudra Yoga & Wellness Centre,5,1414.0,November 2025 (Lab).pdf,32
November 2025,Lab,M/s. Neethi lab Balussery,88,17475.0,November 2025 (Lab).pdf,33
November 2025,Lab,M/s. Neo lab Vatakara,1,350.0,November 2025 (Lab).pdf,33
November 2025,Lab,M/s. Nice Laboratory,11,1770.0,November 2025 (Lab).pdf,33
November 2025,Lab,M/s. Noonus Healthcare,14,1062.0,November 2025 (Lab).pdf,33
November 2025,Lab,M/s. Northern Gastro Centre,13,7280.0,November 2025 (Lab).pdf,33
November 2025,Lab,M/s. Payyoli Lab,29,4327.0,November 2025 (Lab).pdf,34
November 2025,Lab,M/s. Poly Lab Vatakara,54,14750.0,November 2025 (Lab).pdf,35
November 2025,Lab,M/s. Popular Diagnostics,1,420.0,November 2025 (Lab).pdf,35
November 2025,Lab,M/s. Rafa Mobile Nursing Care,26,6524.0,November 2025 (Lab).pdf,35
November 2025,Lab,M/s. RP Medhelix Diagnostics Pvt Ltd,27,10325.0,November 2025 (Lab).pdf,36
November 2025,Lab,M/s. S K Park Residence Association,18,3339.0,November 2025 (Lab).pdf,36
November 2025,Lab,M/s. Sar Health Care,17,6701.0,November 2025 (Lab).pdf,37
November 2025,Lab,M/s. Shana Speciality Laboratory,7,8435.0,November 2025 (Lab).pdf,37
November 2025,Lab,M/s. Skin Hair Laser Clinic,1,560.0,November 2025 (Lab).pdf,37
November 2025,Lab,M/s. Spectra Medical Lab,2,420.0,November 2025 (Lab).pdf,37
November 2025,Lab,"M/s. Star Health Care Clinic, Nanmanda",14,3130.0,November 2025 (Lab).pdf,37
November 2025,Lab,M/s. Thalayad Medical Laboratory,31,7570.0,November 2025 (Lab).pdf,38
November 2025,Lab,M/s. Tree Clinic,42,7825.0,November 2025 (Lab).pdf,39
November 2025,Lab,M/s. Ultra Diagnostic Center & ECG,24,3454.0,November 2025 (Lab).pdf,39
November 2025,Lab,M/s. V Trust Healthcare,2,1050.0,November 2025 (Lab).pdf,39
November 2025,Lab,M/s. Viswas Diagnostic Surgical Polyclinic,26,4109.0,November 2025 (Lab).pdf,39
November 2025,Lab,M/s. We Care Polyclinic,29,4795.0,November 2025 (Lab).pdf,40
November 2025,Lab,M/s. Well Care Clinic,31,3906.0,November 2025 (Lab).pdf,40
November 2025,Lab,M/s. Wellness Diagnostics Centre,20,4330.0,November 2025 (Lab).pdf,41
November 2025,Lab,M/s. Wellness Mediclinic,9,2090.0,November 2025 (Lab).pdf,41
November 2025,Lab,M/s.Nazah medical centre,1,350.0,November 2025 (Lab).pdf,41
November 2025,Lab,METROPOLIS,14,44640.0,November 2025 (Lab).pdf,41
November 2025,Lab,Parayancheri Residence Association Privilege Card,18,3568.0,November 2025 (Lab).pdf,42
November 2025,Lab,PRIVILEGE CUSTOMER,310,80260.0,November 2025 (Lab).pdf,44
November 2025,Lab,Puthiyara Ayalpakkavedhi Healthcamp,18,3952.0,November 2025 (Lab).pdf,44
November 2025,Lab,Senior Citizen Forum,10,1944.0,November 2025 (Lab).pdf,44
November 2025,Lab,Senior Citizen Welfare Association,12,3015.0,November 2025 (Lab).pdf,45
December 2025,Hospital,Beypore Neethi Diagnostic Centre,68,4396.0,December 2025.pdf,1
December 2025,Hospital,DISTRICT TB CENTRE,23,4140.0,December 2025.pdf,1
December 2025,Hospital,Dr. Agarwals Eye Hospital,39,14010.0,December 2025.pdf,2
December 2025,Hospital,Dr. Balram Healthcare Private Limited,34,15995.0,December 2025.pdf,2
December 2025,Hospital,"Dr. Chandrakanth, Malabar Nethralaya",42,12246.0,December 2025.pdf,2
December 2025,Hospital,Dr. Shaji’s MRI & Medical Research Center,154,57426.0,December 2025.pdf,4
December 2025,Hospital,Dr. Shaji's Diagnostic Centre,155,71819.0,December 2025.pdf,6
December 2025,Hospital,Dr. Suresh's DiabCare India,52,13311.0,December 2025.pdf,6
December 2025,Hospital,Dr. Thaj Skin & Hair Clinic,28,21980.0,December 2025.pdf,6
December 2025,Hospital,M/s R-Cell Diagnostics & Research Centre Pvt Ltd,24,24570.0,December 2025.pdf,7
December 2025,Hospital,M/s. Access Labz,50,8738.0,December 2025.pdf,8
December 2025,Hospital,M/s. Almas Hospital Kottakkal,28,52710.0,December 2025.pdf,8
December 2025,Hospital,M/s. Amana Hospital Kuttiadi,60,18809.0,December 2025.pdf,8
December 2025,Hospital,M/s. APOLLO XRAY DIAGNOSTIC CENTRE KOYILANDY,187,84942.0,December 2025.pdf,10
December 2025,Hospital,M/s. Ariyallur Neethi Medicals,93,12739.0,December 2025.pdf,11
December 2025,Hospital,M/s. Aroha Clinic,3,246.0,December 2025.pdf,11
December 2025,Hospital,M/s. Ascent ENT Hospital & Medical Centre,37,24570.0,December 2025.pdf,11
December 2025,Hospital,"M/s. Ascent ENT Hospital, Perintalmanna",73,43540.0,December 2025.pdf,11
December 2025,Hospital,"M/s. ASCENT ENT HOSPITAL,KOZHIKODE",22,14280.0,December 2025.pdf,12
December 2025,Hospital,M/s. Asha Hospital,25,14735.0,December 2025.pdf,12
December 2025,Hospital,M/s. Asten Specialty Orthopaedic Hospital,13,7924.0,December 2025.pdf,12
December 2025,Hospital,M/s. Atholi Co-operative Hospital,96,23348.0,December 2025.pdf,13
December 2025,Hospital,M/s. Aza Diagnostic Center,1206,413430.0,December 2025.pdf,16
December 2025,Hospital,M/s. Baby Memorial Hospital,22,20286.0,December 2025.pdf,16
December 2025,Hospital,M/s. Badakara Co-Operative Hospital,79,40507.0,December 2025.pdf,17
December 2025,Hospital,"M/s. Bio Lab, Koduvally, Calicut",258,59597.0,December 2025.pdf,18
December 2025,Hospital,"M/s. BM Hospital, Pulikkal",61,23520.0,December 2025.pdf,18
December 2025,Hospital,M/s. C.M. Hospital,170,82062.0,December 2025.pdf,20
December 2025,Hospital,M/s. Calicut Hospital & Nursing Home,194,54815.0,December 2025.pdf,22
December 2025,Hospital,M/s. Chalapuram Saroj Lab,208,137168.0,December 2025.pdf,24
December 2025,Hospital,M/s. Comtrust Charitable Trust Eye Hospital,208,67812.0,December 2025.pdf,24
December 2025,Hospital,M/s. Comtrust Vision Center,28,4564.0,December 2025.pdf,24
December 2025,Hospital,M/s. CPC Medical Laboratory,11,4046.0,December 2025.pdf,24
December 2025,Hospital,M/s. Dependable Diagnostics,186,66709.0,December 2025.pdf,26
December 2025,Hospital,M/s. Diamond Healthcare Vadakara,84,29504.0,December 2025.pdf,27
December 2025,Hospital,M/s. DMS Hospital,185,91216.0,December 2025.pdf,28
December 2025,Hospital,M/s. Doctors United,187,32058.0,December 2025.pdf,29
December 2025,Hospital,"M/s. Dr. Manoj's ENT,Super Speciality & Research",637,116969.0,December 2025.pdf,30
December 2025,Hospital,M/s. EMS Memorial Co-Operative Hospital Perambra,162,71701.0,December 2025.pdf,32
December 2025,Hospital,"M/s. EMS Memorial Co-operative Hospital, Mukkam",44,26180.0,December 2025.pdf,32
December 2025,Hospital,"M/s. Fathima Hospital, Bank Road, Calicut",189,87243.0,December 2025.pdf,33
