report_month,partner_type,institution_name,reported_total_test_count,reported_total_bill_amount,source_file,page_number
August 2025,Hospital,Beypore Neethi Diagnostic Centre,108,12812.0,August 2025.pdf,1
August 2025,Hospital,DISTRICT TB CENTRE,28,5040.0,August 2025.pdf,2
August 2025,Hospital,Dr. Agarwals Eye Hospital,35,11216.0,August 2025.pdf,2
August 2025,Hospital,Dr. Balram Healthcare Private Limited,31,16030.0,August 2025.pdf,2
August 2025,Hospital,"Dr. Chandrakanth, Malabar Nethralaya",49,19066.0,August 2025.pdf,3
August 2025,Hospital,Dr. Shaji’s MRI & Medical Research Center,138,51949.0,August 2025.pdf,5
August 2025,Hospital,Dr. Shaji's Diagnostic Centre,150,73452.5,August 2025.pdf,6
August 2025,Hospital,Dr. Suresh's DiabCare India,92,27522.0,August 2025.pdf,7
August 2025,Hospital,Dr. Thaj Skin & Hair Clinic,27,15330.0,August 2025.pdf,7
August 2025,Hospital,M/s R-Cell Diagnostics & Research Centre Pvt Ltd,24,15624.0,August 2025.pdf,8
August 2025,Hospital,M/s. Access Labz,13,2640.0,August 2025.pdf,8
August 2025,Hospital,M/s. Almas Hospital Kottakkal,17,38486.0,August 2025.pdf,8
August 2025,Hospital,M/s. Amana Hospital Kuttiadi,68,23857.0,August 2025.pdf,9
August 2025,Hospital,M/s. APOLLO XRAY DIAGNOSTIC CENTRE KOYILANDY,185,85936.0,August 2025.pdf,11
August 2025,Hospital,M/s. Ariyallur Neethi Medicals,149,27338.0,August 2025.pdf,12
August 2025,Hospital,M/s. Aroha Clinic,12,7920.0,August 2025.pdf,12
August 2025,Hospital,M/s. Ascent ENT Hospital & Medical Centre,19,12152.0,August 2025.pdf,12
August 2025,Hospital,"M/s. Ascent ENT Hospital, Perintalmanna",61,37562.0,August 2025.pdf,13
August 2025,Hospital,"M/s. ASCENT ENT HOSPITAL,KOZHIKODE",18,11410.0,August 2025.pdf,13
August 2025,Hospital,M/s. Asha Hospital,28,16002.0,August 2025.pdf,13
August 2025,Hospital,M/s. Asten Specialty Orthopaedic Hospital,17,9961.0,August 2025.pdf,13
August 2025,Hospital,"M/s. Aster Lab, Aster MIMS Hospital, Calicut",9,1029.0,August 2025.pdf,14
August 2025,Hospital,M/s. Atholi Co-operative Hospital,91,18144.0,August 2025.pdf,14
August 2025,Hospital,M/s. Baby Memorial Hospital,18,21105.0,August 2025.pdf,15
August 2025,Hospital,M/s. Badakara Co-Operative Hospital,81,42022.0,August 2025.pdf,15
August 2025,Hospital,"M/s. Bio Lab, Koduvally, Calicut",255,44476.0,August 2025.pdf,17
August 2025,Hospital,"M/s. BM Hospital, Pulikkal",74,24181.0,August 2025.pdf,17
August 2025,Hospital,M/s. C.M. Hospital,112,63409.0,August 2025.pdf,18
August 2025,Hospital,M/s. Calicut Center for Surgery,5,4760.0,August 2025.pdf,18
August 2025,Hospital,M/s. Calicut Hospital & Nursing Home,306,87986.0,August 2025.pdf,20
August 2025,Hospital,M/s. Chalapuram Saroj Lab,825,391671.0,August 2025.pdf,24
August 2025,Hospital,M/s. Comtrust Charitable Trust Eye Hospital,236,77334.0,August 2025.pdf,24
August 2025,Hospital,M/s. Comtrust Vision Center,27,4401.0,August 2025.pdf,24
August 2025,Hospital,M/s. CPC Medical Laboratory,10,5103.0,August 2025.pdf,24
August 2025,Hospital,M/s. Dependable Diagnostics,253,69753.0,August 2025.pdf,26
August 2025,Hospital,M/s. Diamond Healthcare Vadakara,69,33834.0,August 2025.pdf,27
August 2025,Hospital,M/s. DMS Hospital,144,65811.0,August 2025.pdf,28
August 2025,Hospital,M/s. Doctors United,39,3492.0,August 2025.pdf,28
August 2025,Hospital,"M/s. Dr. Manoj's ENT,Super Speciality & Research",767,136083.0,August 2025.pdf,30
August 2025,Hospital,M/s. EMS Memorial Co-Operative Hospital Perambra,140,66006.0,August 2025.pdf,31
August 2025,Hospital,"M/s. EMS Memorial Co-operative Hospital, Mukkam",33,24492.0,August 2025.pdf,31
August 2025,Hospital,"M/s. Fathima Hospital, Bank Road, Calicut",258,116131.0,August 2025.pdf,33
August 2025,Hospital,M/s. GMC Orthotrust Hospital,187,47625.0,August 2025.pdf,34
August 2025,Hospital,M/s. Indira Gandhi Co-Operative Hospital,30,28840.0,August 2025.pdf,34
August 2025,Hospital,M/s. Institute of Chest Disease MCH,2,288.0,August 2025.pdf,34
August 2025,Hospital,M/s. Iqraa International Hospital&Research Centre,82,28168.0,August 2025.pdf,35
August 2025,Hospital,M/s. JAIHIND LAB NADAPURAM,153,90012.0,August 2025.pdf,36
August 2025,Hospital,"M/s. JAIHIND LAB,KUTTIADI",35,7950.0,August 2025.pdf,37
August 2025,Hospital,M/s. Janatha Medical laboratory,646,289227.0,August 2025.pdf,39
August 2025,Hospital,M/s. Jas Health Care,68,34656.0,August 2025.pdf,40
August 2025,Hospital,M/s. Jeeva Speciality Laboratory,3,1610.0,August 2025.pdf,40
August 2025,Hospital,M/s. Kalarikkal X-ray Laboratory & ECG,257,44979.0,August 2025.pdf,41
August 2025,Hospital,"M/s. Karuna Poly Clinic, Kakattil",189,38549.0,August 2025.pdf,42
August 2025,Hospital,M/s. KIMS Trust Hospital,137,80354.0,August 2025.pdf,43
August 2025,Hospital,M/s. Kommeri Neethi Lab,264,47290.0,August 2025.pdf,45
August 2025,Hospital,M/s. Kootalida Neethi Medical Lab,250,43516.0,August 2025.pdf,46
August 2025,Hospital,M/s. Koyas Hospital,49,28041.0,August 2025.pdf,46
August 2025,Hospital,M/s. Kozhikode District Co-Operative Hospital Ltd,215,141416.0,August 2025.pdf,48
August 2025,Hospital,"M/s. Life Care Lab, Koottalida, Calicut",57,8928.0,August 2025.pdf,48
August 2025,Hospital,M/s. Life Care Neethi Lab Payyoli,3,979.0,August 2025.pdf,48
August 2025,Hospital,M/s. M.B. Hospital Malappuram,117,84006.0,August 2025.pdf,50
August 2025,Hospital,M/s. M.K.Haji Orphanage Hospital,180,118390.0,August 2025.pdf,51
August 2025,Hospital,M/s. Mahe Neethi Lab & Diagnostic Centre,3,3710.0,August 2025.pdf,51
August 2025,Hospital,M/s. Malabar Hospitals,277,128826.0,August 2025.pdf,52
August 2025,Hospital,M/s. Mammi's Laboratory,31,13320.0,August 2025.pdf,53
August 2025,Hospital,M/s. Manohar Hospital,3,756.0,August 2025.pdf,53
August 2025,Hospital,M/s. MDC Laboratory,143,88451.0,August 2025.pdf,54
August 2025,Hospital,M/s. MEDICHECK DIAGNOSTICS,198,37985.0,August 2025.pdf,55
August 2025,Hospital,M/s. Mercy Hospital,162,103439.0,August 2025.pdf,57
August 2025,Hospital,M/s. Metromed International Cardiac Centre PVT.LTD,44,16733.0,August 2025.pdf,58
August 2025,Hospital,"M/s. Micro Diagnostics, Balussery",167,36554.0,August 2025.pdf,59
August 2025,Hospital,M/s. Micro Health Laboratories,113,118447.0,August 2025.pdf,59
August 2025,Hospital,M/s. Mother Health Care,143,30041.0,August 2025.pdf,60
August 2025,Hospital,M/s. MVR Cancer Centre & Research Institute,28,48144.0,August 2025.pdf,61
August 2025,Hospital,"M/s. NAHAS HOSPITAL,PARAPPANANGADI",415,230327.0,August 2025.pdf,62
August 2025,Hospital,M/s. Nanma Computerized Specialty Lab,118,16692.0,August 2025.pdf,63
August 2025,Hospital,M/s. Nazia Hospital Chettippadi,110,41507.0,August 2025.pdf,64
August 2025,Hospital,M/s. Ncare IVF Calicut,63,22015.0,August 2025.pdf,64
August 2025,Hospital,M/s. Neethi Lab Kadalundi,139,29589.0,August 2025.pdf,65
August 2025,Hospital,M/s. Neethi Lab Kunnamangalam,440,106707.0,August 2025.pdf,68
August 2025,Hospital,M/s. Neethi Medical Laboratory Feroke,626,184855.0,August 2025.pdf,70
August 2025,Hospital,"M/s. Neethi Poly Clinic, Nanminda",390,82196.0,August 2025.pdf,72
August 2025,Hospital,M/s. Orchid Medicity,243,80408.0,August 2025.pdf,74
August 2025,Hospital,M/s. Parambil Bazar Neethi lab,65,14137.0,August 2025.pdf,74
August 2025,Hospital,M/s. Parco Institute Medical Sciences,8,2128.0,August 2025.pdf,75
August 2025,Hospital,M/s. Red Crescent Hospital,476,290060.0,August 2025.pdf,76
August 2025,Hospital,M/s. S.B Medical Laboratory,52,26040.0,August 2025.pdf,77
August 2025,Hospital,"M/s. Sahakarana Neethi Lab, Koduvally",223,47851.0,August 2025.pdf,78
August 2025,Hospital,M/s. Sankar Clinic & Nursing Home,82,47481.0,August 2025.pdf,78
August 2025,Hospital,"M/s. SANTHI HOSPITAL, OMASSERY",94,53784.0,August 2025.pdf,79
August 2025,Hospital,M/s. Saroj Diagnostic Laboratory&Medical Centre,1,84.0,August 2025.pdf,80
August 2025,Hospital,M/s. Shade Medical Center,172,60458.0,August 2025.pdf,81
August 2025,Hospital,M/s. Smart Hospital & Research Centre,74,18466.0,August 2025.pdf,81
August 2025,Hospital,M/s. St. JOSEPH HOSPITAL,65,43170.0,August 2025.pdf,82
August 2025,Hospital,M/s. Starcare Hospital,230,115695.0,August 2025.pdf,84
August 2025,Hospital,M/s. State Bank of India,452,55259.0,August 2025.pdf,85
August 2025,Hospital,M/s. Sudharma Lab,20,8004.0,August 2025.pdf,85
August 2025,Hospital,"M/s. T.M.H Hospital, Kottakadav",200,95008.0,August 2025.pdf,87
August 2025,Hospital,M/s. Vengeri Neethi Medical Lab,107,16556.0,August 2025.pdf,88
August 2025,Hospital,M/s. WellPhy Pain & Sports Clinic,406,73229.0,August 2025.pdf,88
August 2025,Hospital,M/s. Your Center,52,20238.0,August 2025.pdf,89
August 2025,Hospital,M/s.Premium Medical & Health Care Providers PvtLtd,60,43092.0,August 2025.pdf,89
August 2025,Hospital,Malabar Medical College Hospital & Research Center,185,132108.0,August 2025.pdf,91
August 2025,Lab,Auto Rickshaw Drivers Privilege Card -Calicut,9,1512.0,August 2025 (Lab).pdf,1
August 2025,Lab,DD,601,246900.0,August 2025 (Lab).pdf,4
August 2025,Lab,Dr Buddies Health Hub,6,2925.0,August 2025 (Lab).pdf,4
August 2025,Lab,Dr. Das's Multispeciality Homoeopathy & Laboratory,4,630.0,August 2025 (Lab).pdf,4
August 2025,Lab,Dr. Nisars GlobaI Scans & Diagnostic Centre,12,3612.0,August 2025 (Lab).pdf,4
August 2025,Lab,Health Packages,306,987770.0,August 2025 (Lab).pdf,6
August 2025,Lab,Hepatitis B Titre Camp - Chest Hospital,21,6300.0,August 2025 (Lab).pdf,6
August 2025,Lab,Lal Path Labs,51,139500.0,August 2025 (Lab).pdf,7
August 2025,Lab,M/s. Abdussalam Clinic,33,7432.0,August 2025 (Lab).pdf,7
August 2025,Lab,M/s. Access Labz,85,24988.0,August 2025 (Lab).pdf,8
August 2025,Lab,M/s. Afiya River View Hospital,109,24485.0,August 2025 (Lab).pdf,9
August 2025,Lab,M/s. AKMM Hospital,41,8226.0,August 2025 (Lab).pdf,9
August 2025,Lab,M/s. Amrutha Lab,11,10600.0,August 2025 (Lab).pdf,10
August 2025,Lab,M/s. Apex Ortho Centre,196,69670.0,August 2025 (Lab).pdf,10
August 2025,Lab,M/s. Areekara Medical Laboratory,15,6331.0,August 2025 (Lab).pdf,11
August 2025,Lab,M/s. Aswani Lab,29,3070.0,August 2025 (Lab).pdf,11
August 2025,Lab,M/s. Aswas Laboratory,3,2527.0,August 2025 (Lab).pdf,11
August 2025,Lab,M/s. Atera Aesthetics Kuttiadi,13,4970.0,August 2025 (Lab).pdf,11
August 2025,Lab,M/s. Aysha Computerised Lab,139,19830.0,August 2025 (Lab).pdf,12
August 2025,Lab,M/s. Aza Diagnostic Center,1828,451514.5,August 2025 (Lab).pdf,14
August 2025,Lab,M/s. Bio Lab MVR Laboratories & Genomic Centre,8,2653.0,August 2025 (Lab).pdf,14
August 2025,Lab,M/s. Bioline Laboratory,11,6230.0,August 2025 (Lab).pdf,15
August 2025,Lab,M/s. Bio-Medical Diagnostic Centre,9,11340.0,August 2025 (Lab).pdf,15
August 2025,Lab,M/s. Calicut Dr. Nisar's,3,1680.0,August 2025 (Lab).pdf,15
August 2025,Lab,M/s. Care Medical Centre,1,2450.0,August 2025 (Lab).pdf,15
August 2025,Lab,M/s. Care Referal Laboratories,35,24128.0,August 2025 (Lab).pdf,15
August 2025,Lab,M/s. Central Medical Lab & ECG,7,1870.0,August 2025 (Lab).pdf,16
August 2025,Lab,M/s. Central Medical Laboratory,1,250.0,August 2025 (Lab).pdf,16
August 2025,Lab,M/s. Chemban Medical Centre,8,2665.0,August 2025 (Lab).pdf,16
August 2025,Lab,M/s. Crystal Lab,2,1225.0,August 2025 (Lab).pdf,16
August 2025,Lab,M/s. Delux Clinical Laboratory,23,4756.0,August 2025 (Lab).pdf,17
August 2025,Lab,M/s. Doctors Diagnostic and Research Centre,76,38155.0,August 2025 (Lab).pdf,18
August 2025,Lab,M/s. Doctors Lab Thamarasserry,3,4305.0,August 2025 (Lab).pdf,18
August 2025,Lab,"M/s. Doctors Lab, Payyoli",154,52166.0,August 2025 (Lab).pdf,19
August 2025,Lab,M/s. Doctors Neethi Lab,37,5899.0,August 2025 (Lab).pdf,20
August 2025,Lab,"M/s. Doctors Speciality Lab, Tirur",2,770.0,August 2025 (Lab).pdf,20
August 2025,Lab,M/s. Famcare Health Speciality,1,210.0,August 2025 (Lab).pdf,20
August 2025,Lab,M/s. Family Healthcare Clinic,3,400.0,August 2025 (Lab).pdf,20
August 2025,Lab,M/s. Fast & Safe Home Care,18,2596.0,August 2025 (Lab).pdf,20
August 2025,Lab,M/s. Health Medic Laboratory Services,264,164208.0,August 2025 (Lab).pdf,21
August 2025,Lab,M/s. Jaihind Diagnostic Center,23,2058.0,August 2025 (Lab).pdf,21
August 2025,Lab,"M/s. Janatha Hospital, Vadakara",1,640.0,August 2025 (Lab).pdf,22
August 2025,Lab,M/s. Jas Karunya Medical Lab,1,50.0,August 2025 (Lab).pdf,22
August 2025,Lab,M/s. Jawad Laboratory,1,560.0,August 2025 (Lab).pdf,22
August 2025,Lab,M/s. Kakkur Co-operative Clinic,137,13098.0,August 2025 (Lab).pdf,22
August 2025,Lab,"M/s. Kalarikkal Lab, Chungam",10,1339.0,August 2025 (Lab).pdf,22
August 2025,Lab,M/s. Karthika Clinical Laboratory,11,655.0,August 2025 (Lab).pdf,23
August 2025,Lab,M/s. Karunya Health Care,44,26508.0,August 2025 (Lab).pdf,23
August 2025,Lab,M/s. Karunya Lab,2,595.0,August 2025 (Lab).pdf,23
August 2025,Lab,M/s. Koduvally Medical Center,56,11920.0,August 2025 (Lab).pdf,24
August 2025,Lab,M/s. Koyilandy Co-operative Hospital,18,5435.0,August 2025 (Lab).pdf,24
August 2025,Lab,"M/s. Life Pulse Diagnosis, Kottakadav",8,1040.0,August 2025 (Lab).pdf,24
August 2025,Lab,M/s. Lifeline Laboratory,11,1590.0,August 2025 (Lab).pdf,25
August 2025,Lab,M/s. Malabar Medical Centre,249,48602.0,August 2025 (Lab).pdf,26
August 2025,Lab,M/s. Manapad Clinic,9,2131.0,August 2025 (Lab).pdf,26
August 2025,Lab,M/s. Mannur Baba Laboratory,55,10333.0,August 2025 (Lab).pdf,27
August 2025,Lab,M/s. Medeor Medicals,2,1120.0,August 2025 (Lab).pdf,27
August 2025,Lab,M/s. Medicare Diagnostics,2,700.0,August 2025 (Lab).pdf,27
August 2025,Lab,M/s. Medico Balussery,373,79053.0,August 2025 (Lab).pdf,28
August 2025,Lab,M/s. Medlab Atholi,2,310.0,August 2025 (Lab).pdf,28
August 2025,Lab,M/s. Mercy Medical Laboratory,97,15818.0,August 2025 (Lab).pdf,29
August 2025,Lab,M/s. Metro Lab Thiruvallur,1,385.0,August 2025 (Lab).pdf,29
August 2025,Lab,"M/s. Mithraa Health Laboratory, Chemmad",66,40824.0,August 2025 (Lab).pdf,30
August 2025,Lab,M/s. Momis Clinic,53,16355.0,August 2025 (Lab).pdf,30
August 2025,Lab,M/s. MR Clinic Lab,154,23713.0,August 2025 (Lab).pdf,31
August 2025,Lab,M/s. Neethi lab Balussery,112,23489.0,August 2025 (Lab).pdf,32
August 2025,Lab,"M/s. Neethi Lab Diagnostic Center, Vadakara",2,550.0,August 2025 (Lab).pdf,32
August 2025,Lab,M/s. Nice Laboratory,22,2605.0,August 2025 (Lab).pdf,33
August 2025,Lab,M/s. Noonus Healthcare,26,3834.0,August 2025 (Lab).pdf,33
August 2025,Lab,M/s. Northern Gastro Centre,6,3780.0,August 2025 (Lab).pdf,33
August 2025,Lab,M/s. Payyoli Lab,17,3240.0,August 2025 (Lab).pdf,33
August 2025,Lab,M/s. Poly Lab Vatakara,84,30064.0,August 2025 (Lab).pdf,34
August 2025,Lab,M/s. Rafa Mobile Nursing Care,6,2010.0,August 2025 (Lab).pdf,35
August 2025,Lab,"M/s. Royal Lab, Mukkam",344,67076.0,August 2025 (Lab).pdf,36
August 2025,Lab,M/s. RP Medhelix Diagnostics Pvt Ltd,32,8330.0,August 2025 (Lab).pdf,36
August 2025,Lab,M/s. S K Park Residence Association,9,2056.0,August 2025 (Lab).pdf,36
August 2025,Lab,M/s. Sar Health Care,42,14591.0,August 2025 (Lab).pdf,37
August 2025,Lab,M/s. Shana Speciality Laboratory,5,2800.0,August 2025 (Lab).pdf,37
August 2025,Lab,M/s. Spectra Medical Lab,8,4445.0,August 2025 (Lab).pdf,37
August 2025,Lab,"M/s. Star Health Care Clinic, Nanmanda",30,7765.0,August 2025 (Lab).pdf,38
August 2025,Lab,M/s. Thalayad Medical Laboratory,5,4674.0,August 2025 (Lab).pdf,38
August 2025,Lab,M/s. Tree Clinic,53,12273.0,August 2025 (Lab).pdf,39
August 2025,Lab,M/s. Ultra Diagnostic Center & ECG,18,3035.0,August 2025 (Lab).pdf,39
August 2025,Lab,M/s. V Trust Eye Hospital,43,9260.0,August 2025 (Lab).pdf,39
August 2025,Lab,M/s. V Trust Healthcare,1,100.0,August 2025 (Lab).pdf,39
August 2025,Lab,M/s. Viswas Diagnostic Surgical Polyclinic,116,16105.0,August 2025 (Lab).pdf,40
August 2025,Lab,M/s. We Care Polyclinic,85,12825.0,August 2025 (Lab).pdf,41
August 2025,Lab,M/s. Well Care Clinic,42,7246.0,August 2025 (Lab).pdf,41
August 2025,Lab,M/s. Wellness Mediclinic,1,50.0,August 2025 (Lab).pdf,41
August 2025,Lab,Parayancheri Residence Association Privilege Card,23,3950.0,August 2025 (Lab).pdf,42
August 2025,Lab,PRIVILEGE CUSTOMER,384,85747.0,August 2025 (Lab).pdf,44
August 2025,Lab,Rotary Aswini Health Checkup 2025,855,101600.0,August 2025 (Lab).pdf,44
August 2025,Lab,SKPCC Senior Citizens Forum Privilege Card,7,816.0,August 2025 (Lab).pdf,44
September 2025,Hospital,Beypore Neethi Diagnostic Centre,83,7311.0,September 2025.pdf,1
September 2025,Hospital,DISTRICT TB CENTRE,34,6120.0,September 2025.pdf,1
September 2025,Hospital,Dr. Agarwals Eye Hospital,38,12361.0,September 2025.pdf,2
September 2025,Hospital,Dr. Balram Healthcare Private Limited,34,20090.0,September 2025.pdf,2
September 2025,Hospital,"Dr. Chandrakanth, Malabar Nethralaya",31,9562.0,September 2025.pdf,2
September 2025,Hospital,Dr. Shaji’s MRI & Medical Research Center,127,55729.0,September 2025.pdf,4
September 2025,Hospital,Dr. Shaji's Diagnostic Centre,167,69052.0,September 2025.pdf,5
September 2025,Hospital,Dr. Suresh's DiabCare India,60,18711.0,September 2025.pdf,6
September 2025,Hospital,Dr. Thaj Skin & Hair Clinic,23,13510.0,September 2025.pdf,6
September 2025,Hospital,M/s R-Cell Diagnostics & Research Centre Pvt Ltd,12,7448.0,September 2025.pdf,6
September 2025,Hospital,M/s. Access Labz,56,13008.0,September 2025.pdf,7
September 2025,Hospital,M/s. Almas Hospital Kottakkal,158,106673.0,September 2025.pdf,8
September 2025,Hospital,M/s. Amana Hospital Kuttiadi,61,19259.0,September 2025.pdf,9
September 2025,Hospital,M/s. APOLLO XRAY DIAGNOSTIC CENTRE KOYILANDY,157,67694.0,September 2025.pdf,10
September 2025,Hospital,M/s. Ariyallur Neethi Medicals,156,29263.0,September 2025.pdf,11
September 2025,Hospital,M/s. Aroha Clinic,15,7734.0,September 2025.pdf,11
September 2025,Hospital,M/s. Ascent ENT Hospital & Medical Centre,25,15120.0,September 2025.pdf,12
September 2025,Hospital,"M/s. Ascent ENT Hospital, Perintalmanna",69,39151.0,September 2025.pdf,12
September 2025,Hospital,"M/s. ASCENT ENT HOSPITAL,KOZHIKODE",31,19250.0,September 2025.pdf,12
September 2025,Hospital,M/s. Asha Hospital,35,19474.0,September 2025.pdf,13
September 2025,Hospital,M/s. Asten Specialty Orthopaedic Hospital,35,18360.0,September 2025.pdf,13
September 2025,Hospital,"M/s. Aster Lab, Aster MIMS Hospital, Calicut",2,770.0,September 2025.pdf,13
September 2025,Hospital,M/s. Atholi Co-operative Hospital,95,19364.0,September 2025.pdf,14
September 2025,Hospital,M/s. Aza Diagnostic Center,1207,489432.5,September 2025.pdf,16
September 2025,Hospital,M/s. Baby Memorial Hospital,13,16695.0,September 2025.pdf,17
September 2025,Hospital,M/s. Badakara Co-Operative Hospital,80,46042.0,September 2025.pdf,18
September 2025,Hospital,"M/s. Bio Lab, Koduvally, Calicut",275,52068.0,September 2025.pdf,19
September 2025,Hospital,"M/s. BM Hospital, Pulikkal",90,35055.0,September 2025.pdf,19
September 2025,Hospital,M/s. C.M. Hospital,119,55785.0,September 2025.pdf,21
September 2025,Hospital,M/s. Calicut Center for Surgery,7,8470.0,September 2025.pdf,21
September 2025,Hospital,M/s. Calicut Hospital & Nursing Home,303,81794.0,September 2025.pdf,23
September 2025,Hospital,M/s. Chalapuram Saroj Lab,111,78830.0,September 2025.pdf,25
September 2025,Hospital,M/s. Comtrust Charitable Trust Eye Hospital,237,83880.0,September 2025.pdf,25
September 2025,Hospital,M/s. Comtrust Vision Center,27,4401.0,September 2025.pdf,25
September 2025,Hospital,M/s. CPC Medical Laboratory,5,1400.0,September 2025.pdf,26
September 2025,Hospital,M/s. Dependable Diagnostics,192,65568.0,September 2025.pdf,27
September 2025,Hospital,M/s. Diamond Healthcare Vadakara,73,32595.0,September 2025.pdf,28
September 2025,Hospital,M/s. DMS Hospital,204,99431.0,September 2025.pdf,30
September 2025,Hospital,M/s. Doctors United,229,39476.0,September 2025.pdf,31
September 2025,Hospital,"M/s. Dr. Manoj's ENT,Super Speciality & Research",625,107146.0,September 2025.pdf,31
September 2025,Hospital,M/s. EMS Memorial Co-Operative Hospital Perambra,142,62112.0,September 2025.pdf,33
September 2025,Hospital,"M/s. EMS Memorial Co-operative Hospital, Mukkam",21,11690.0,September 2025.pdf,33
September 2025,Hospital,"M/s. Fathima Hospital, Bank Road, Calicut",245,106433.0,September 2025.pdf,35
September 2025,Hospital,"M/s. Feroke Neethi Medical Centre, Kundayithodu",4,523.0,September 2025.pdf,35
September 2025,Hospital,M/s. GMC Orthotrust Hospital,159,40640.0,September 2025.pdf,36
September 2025,Hospital,M/s. Indira Gandhi Co-Operative Hospital,27,32340.0,September 2025.pdf,36
September 2025,Hospital,M/s. Iqraa International Hospital&Research Centre,82,31366.0,September 2025.pdf,37
September 2025,Hospital,M/s. JAIHIND LAB NADAPURAM,186,105730.0,September 2025.pdf,38
September 2025,Hospital,"M/s. JAIHIND LAB,KUTTIADI",41,6698.0,September 2025.pdf,39
September 2025,Hospital,M/s. Janatha Medical laboratory,673,252385.0,September 2025.pdf,41
September 2025,Hospital,M/s. Jas Health Care,87,44056.0,September 2025.pdf,42
September 2025,Hospital,M/s. Jeeva Speciality Laboratory,7,2768.0,September 2025.pdf,42
September 2025,Hospital,M/s. Kalarikkal X-ray Laboratory & ECG,224,33982.0,September 2025.pdf,44
September 2025,Hospital,"M/s. Karuna Poly Clinic, Kakattil",240,44836.0,September 2025.pdf,45
September 2025,Hospital,M/s. KIMS Trust Hospital,136,96061.0,September 2025.pdf,46
September 2025,Hospital,M/s. Kommeri Neethi Lab,263,54872.0,September 2025.pdf,47
September 2025,Hospital,M/s. Kootalida Neethi Medical Lab,275,46758.0,September 2025.pdf,48
September 2025,Hospital,M/s. Koyas Hospital,40,24001.0,September 2025.pdf,49
September 2025,Hospital,M/s. Kozhikode District Co-Operative Hospital Ltd,176,107609.0,September 2025.pdf,50
September 2025,Hospital,"M/s. Life Care Lab, Koottalida, Calicut",63,10958.0,September 2025.pdf,50
September 2025,Hospital,M/s. Life Care Neethi Lab Payyoli,10,4527.0,September 2025.pdf,51
September 2025,Hospital,M/s. M.B. Hospital Malappuram,105,72251.0,September 2025.pdf,52
September 2025,Hospital,M/s. M.K.Haji Orphanage Hospital,179,100728.0,September 2025.pdf,53
September 2025,Hospital,M/s. Mahe Neethi Lab & Diagnostic Centre,6,1765.0,September 2025.pdf,53
September 2025,Hospital,M/s. Malabar Hospitals,239,108433.0,September 2025.pdf,55
September 2025,Hospital,M/s. Mammi's Laboratory,57,32130.0,September 2025.pdf,55
September 2025,Hospital,M/s. Manohar Hospital,1,420.0,September 2025.pdf,55
September 2025,Hospital,M/s. MDC Laboratory,145,81240.0,September 2025.pdf,56
September 2025,Hospital,M/s. MEDICHECK DIAGNOSTICS,190,36581.0,September 2025.pdf,57
September 2025,Hospital,M/s. Medico Balussery,382,85094.0,September 2025.pdf,59
September 2025,Hospital,M/s. Mercy Hospital,173,99627.0,September 2025.pdf,60
September 2025,Hospital,M/s. Metromed International Cardiac Centre PVT.LTD,98,37393.0,September 2025.pdf,62
September 2025,Hospital,"M/s. Micro Diagnostics, Balussery",167,30516.0,September 2025.pdf,63
September 2025,Hospital,M/s. Micro Health Laboratories,112,101570.0,September 2025.pdf,64
September 2025,Hospital,M/s. Mother Health Care,136,29905.0,September 2025.pdf,64
September 2025,Hospital,M/s. MVR Cancer Centre & Research Institute,26,45072.0,September 2025.pdf,65
September 2025,Hospital,"M/s. NAHAS HOSPITAL,PARAPPANANGADI",446,229410.0,September 2025.pdf,66
September 2025,Hospital,M/s. Nanma Computerized Specialty Lab,127,20414.0,September 2025.pdf,67
September 2025,Hospital,M/s. Nazia Hospital Chettippadi,83,36311.0,September 2025.pdf,68
September 2025,Hospital,M/s. Ncare IVF Calicut,78,28350.0,September 2025.pdf,68
September 2025,Hospital,M/s. Neethi Lab Kadalundi,93,19830.0,September 2025.pdf,69
September 2025,Hospital,M/s. Neethi Lab Kunnamangalam,432,119761.0,September 2025.pdf,72
September 2025,Hospital,M/s. Neethi Lab Paroppadi,6,888.0,September 2025.pdf,72
September 2025,Hospital,M/s. Neethi Medical Laboratory Feroke,627,170759.0,September 2025.pdf,74
September 2025,Hospital,"M/s. Neethi Poly Clinic, Nanminda",434,84338.0,September 2025.pdf,76
September 2025,Hospital,M/s. Orchid Medicity,257,81254.0,September 2025.pdf,77
September 2025,Hospital,M/s. Parambil Bazar Neethi lab,57,14460.0,September 2025.pdf,78
September 2025,Hospital,M/s. Parco Institute Medical Sciences,4,1960.0,September 2025.pdf,78
September 2025,Hospital,M/s. Red Crescent Hospital,458,257102.0,September 2025.pdf,80
September 2025,Hospital,"M/s. Royal Lab, Mukkam",469,100529.0,September 2025.pdf,82
September 2025,Hospital,M/s. S.B Medical Laboratory,60,31080.0,September 2025.pdf,82
September 2025,Hospital,"M/s. Sahakarana Neethi Lab, Koduvally",231,39983.0,September 2025.pdf,83
September 2025,Hospital,M/s. Sankar Clinic & Nursing Home,56,29029.0,September 2025.pdf,84
September 2025,Hospital,"M/s. SANTHI HOSPITAL, OMASSERY",88,39787.0,September 2025.pdf,85
September 2025,Hospital,M/s. Shade Medical Center,200,59252.0,September 2025.pdf,86
September 2025,Hospital,M/s. Smart Hospital & Research Centre,62,14735.0,September 2025.pdf,86
